Stkcd,Empnum,Vmntw3,A001000000,B001100000,B002000000,C001000000,T40801,T60200
300548,1160,4203600,1012250357.31,776703537.08,88458866.25,-52436927.32,0.1224,0.5882
300550,720,2837000,1562326060.38,454738265.15,42046250.02,-67562479.64,0.0374,0.2214
300551,632,1524900,837797054.78,292072800.75,24214473.33,64721194.91,0.0383,0.1194
300552,1335,2621800,2808826734.18,1662587427.21,601669812.38,400283398.71,0.2818,3.04
300553,264,1570000,426588522.94,164647698.47,10180471.91,18719326.69,0.0298,0.2121
300554,570,2095700,926506270.11,258379491.43,20030740.07,-11800942.86,0.0348,0.214
300555,324,940600,808985806.41,187956396.16,4097834.92,88042406.61,0.0063,0.0205
300556,2527,3421300,1228148948.01,1004190180.82,60176144.43,102874275.46,0.0983,0.5112
300558,1466,6574000,5229537607.09,1870266314.97,601085694.22,646022131.84,0.145,1.4548
300559,720,1492100,1386857197.55,590333093.94,203973667.93,117593654.42,0.1755,0.5105
300560,1445,1266100,1976934548.76,793944032.08,85495398.81,45227904.45,0.0803,0.3778
300561,285,3310000,757055186.51,203926202.98,17255220.2,48893909.05,0.0259,0.0684
300562,2528,2746700,1383062978.39,1336748072.32,67893432.97,77989587.32,0.1037,0.3569
300563,492,1800000,1099209994.45,621487603.26,61842633.96,51996018.92,0.0682,0.6539
300564,2068,7125400,1879059722.89,960231481.28,138406511.12,175754223.1,0.121,1.3841
300565,859,1379400,1317998306.23,789786591.74,12424262.87,-30883531.17,0.0183,0.0597
300566,654,2226000,2291541135.06,1420171894.07,144852798.93,153475380.9,0.1712,0.9333
300567,2399,5042500,4984316734.85,2076523577.24,215618479.99,446763407.82,0.1161,0.8741
300568,1727,2600300,5721471617.88,966632204.49,101478322.51,287627534.08,0.0345,0.2262
300569,528,3378600,7603468408.43,3424874350.86,464253614.91,377116556.93,0.1886,1.1714
300570,1562,3787400,1431823288.24,573637499.01,72186409.38,4410429.82,0.0561,0.3139
300571,417,1490800,2788398944.69,2407895926.55,238052084.32,-327025532.71,0.3167,1.9106
300572,1329,2400000,1659988235.23,914690791.01,191323772.72,52654552.57,0.1807,0.988
300573,1102,8472000,965701210.74,688682125.8,93460207.73,122158322.07,0.1347,1.1347
300575,1409,3548000,2540212366.99,1861749308.55,195830349.04,320013995.9,0.1342,1.4186
300576,495,2464800,1011401807.13,543961732.98,56830528.78,19936142.41,0.111,0.3643
300577,7157,2194400,3032487674.81,1943814261.07,66487461.01,134387478.9,0.0406,0.2768
300578,740,1069000,1739268242.23,788008495.47,126005039.75,255509572.47,0.0959,0.7237
300580,1188,1711400,2690404720.71,931141420.19,177061829.62,273429799.33,0.0969,0.8853
300581,440,2367700,892782510.95,270757745.01,62956535.66,-16382684.64,0.0879,0.3665
300583,1110,1726500,2841295244.66,913187604.3,-189617790.53,254600648.67,-0.1121,-1.7646
300584,619,914400,906518927.96,706295710.22,54526639.82,73388593.52,0.0803,0.4544
300585,692,2403300,852499950.15,416401504.92,30473358.9,23310346.71,0.0559,0.1905
300586,726,722500,1931700212.6,1517134661.79,30941806.81,131356904.82,0.0326,0.0679
300587,957,1400000,2965465934.22,1235312835.12,211828174.73,43012835.89,0.1225,0.6257
300588,354,1958400,913135324.67,270490732.22,-135771182.76,-46109160.1,-0.4831,-0.8199
300589,598,1037200,986908014.24,612990210.16,34860049.26,30301721.33,0.0939,0.1719
300590,387,2619800,1263724870.47,472677180.93,90468325.47,51556023.16,0.084,0.3735
300591,887,980400,1053633083.92,343593789.63,-144205139.96,-4495280.53,-0.2794,-0.4374
300592,149,1472200,912229743.05,135162927.17,-62483364.82,28202597.82,-0.1424,-0.5106
300593,1780,1517700,1668432949.37,842624313.17,144910092.18,16383739.79,0.1474,0.8752
300594,800,1576000,1253570026.98,583806439.67,86726157.29,25141386.53,0.0969,0.9638
300595,1926,2626100,2212923975.75,870663602.06,443973011.27,380935352.57,0.223,0.7305
300596,1902,2869700,3813249520.04,2482787134.26,289524576.99,186979247.25,0.1328,1.4122
300598,4435,1024400,1105318588.02,937897823.1,60572322.75,58909532.16,0.0755,0.5739
300599,1734,2446000,2257348590.89,2068834642.07,212504290.09,286224578.61,0.1221,0.699
300600,480,2236500,1817318822.01,570252522.8,68189243.05,-32319718.31,0.0584,0.2297
300601,2043,5028600,9584507604.93,2261177379.57,679186185.43,439847497.4,0.091,0.9916
300602,5615,3579700,4688635364.89,2929338604.14,207143581.66,370542972.3,0.0771,0.409
300603,863,1311100,2683856253.94,1006429531.55,-911572771.99,-38245570.09,-0.6018,-2.1625
300604,924,5561200,1866581866.23,803829320.44,84964494.75,44601183.56,0.0667,0.2708
300605,585,1099500,1006689871.81,502123146.98,59095969.44,-29672228.14,0.1223,0.3575
300606,463,959400,759643416.83,414905858.59,79620376.5,109793842.22,0.1502,0.8519
300607,2623,4771500,4029481325.51,2755439646.69,514129915.29,1004240213.22,0.2384,1.9316
300608,3080,2860400,1733667415.19,737235963.36,70010149,103269980.39,0.0824,0.4441
300609,860,2487800,1237775663.25,218751149.1,-9475686.55,10466690.07,-0.0084,-0.0777
300610,792,1224100,1166236014.48,900255186.07,134521228.57,111776621.65,0.1373,0.8928
300611,1210,2066400,1183327250.93,673611550.31,40159565.48,82631525.15,0.0615,0.2244
300612,327,5998700,854021345.69,619388737.26,-26994733.96,82367881.96,-0.0947,-0.1666
300613,257,3060900,1454667086.24,610247904.24,89798024.53,190991349.25,0.0673,1.1225
300615,542,2490000,560277024.21,224827601.41,4948812.04,39226856.59,0.0103,0.0264
300616,16454,4200000,6239433209.45,6513432197.51,100698152.49,132035969.36,0.0287,0.5068
300617,688,1407100,1181462269.48,528763697.19,134587704.14,31034197.6,0.1448,1.0405
300618,1346,1814900,5853377792.16,2253776474.63,334321916.74,221147741.36,0.0863,1.1036
300619,697,1661500,1469895412.5,594180827.04,12707813,99502968.67,0.0241,0.1702
300621,779,1995500,2996709224.03,2110525984.78,47967388.78,138778732.22,0.0449,0.2305
300623,1279,2186400,2940932225.59,1010900921.04,282324798.57,229112799.21,0.1132,0.575
300624,1229,5229000,1064410782.73,976477439.98,134032834.58,195357831.51,0.1618,1.0314
300625,4337,1935100,3238805567.74,2341821449.45,234690539.69,227626749.43,0.0979,0.8382
300626,1514,2023400,993224677.5,729359322.62,11730695.18,9734279.57,0.0213,0.0652
300627,1210,2124100,1924036256.36,1409525873.17,198239532.72,231157579.4,0.1817,0.5806
300628,1393,3388300,5779360513.74,2754286083.78,1278722496.17,1127883816.85,0.2457,1.4172
300629,561,1396200,1158677348.25,319369133.58,50115901.21,112502105.28,0.0555,0.381
300630,848,1470400,3055999316.62,1188603424.51,407450895.97,332075817.29,0.1998,0.9324
300631,418,1610400,1407181784.9,531269507.27,99675142.23,7044644.73,0.1173,0.9176
300632,1633,2394700,2427099540.05,964224705.19,140089453.67,238089508.62,0.0727,0.456
300633,2127,3620000,2251920310.62,1163081869.82,-46263143.54,271131439.88,-0.0344,-0.1146
300634,2211,2908800,1793281439.75,739120238.96,141744360.44,102370914.92,0.0938,0.3544
300635,3495,1730600,1209172036.02,546841685.86,36822198.6,17705222.16,0.0562,0.2701
300636,965,1750300,1467668918,435420102.66,70051149.39,80066182.17,0.0858,0.5446
300637,876,1965200,1232225820.64,494410008.76,27649214.3,64739758.59,0.0364,0.1178
300638,1275,4145600,2920471618.06,2743578210.41,283623344.22,337092509.77,0.1816,1.1723
300640,330,882300,483348986.77,560296860.59,39005657.83,38994114.66,0.1147,0.1767
300641,407,3667400,1675960066.15,1317714533.11,42997646.18,87950704.08,0.0316,0.0878
300642,654,2557000,1371774301.75,489580919.53,120552785.87,96833971.72,0.0952,1.3292
300643,1021,1496000,933215133.97,788647583.82,37022150.38,119943599.16,0.0812,0.1851
300644,690,2035400,1360228169.16,1138670870.24,61244014.02,14790484.87,0.0841,0.9569
300645,1289,1381700,1501921396.53,825594779.73,29970880.3,99696259.78,0.0395,0.2354
300647,799,1813100,1442431561.12,609339026.14,16048726,14963092.63,0.0233,0.045
300648,1239,1469600,1213039749.96,574856965.5,59795824.09,57910890.28,0.1005,0.4416
300649,317,4965400,1275656938.58,806344385.74,50303818.01,51823835.26,0.1126,0.393
300650,944,909600,1790364021.71,1132693467.36,24211592.67,123178913.63,0.0421,0.2255
300651,768,1253600,980476079.97,449075233.12,31548694.55,87129775.41,0.0454,0.245
300652,748,2301300,1294966197.47,437384935.73,59338104.12,74804810.31,0.0618,0.6307
300653,328,4643900,805539145.17,293281582.66,118333984.88,118432079.92,0.183,0.9861
300654,647,1101300,740945173.83,357177555.44,33304575.11,2386482.48,0.0664,0.183
300656,233,1136500,810467730.74,403210033.23,52387158.31,19604589.25,0.0958,0.4811
300657,5375,1495600,4638741020.34,2637368920.54,91027906.48,286138975.64,0.0546,0.2664
300658,1161,9691300,1973354374.96,1585910182.99,305264935,331536650.49,0.2758,2.0114
300659,1677,2488100,1927143704.88,992734319.13,241744800.46,172743561.01,0.1573,1.0664
300660,3815,2462000,3766678130.82,2422288184.14,280130335.45,422473746.8,0.1093,1.0802
300661,572,2834900,1866795966.79,1196546817.33,283586476.92,324130609.27,0.1893,1.8134
300662,2668,10499300,1985206832.21,3932001041.85,207580590.74,200931773.22,0.1755,1.1352
300663,5268,2787000,2232867517.65,1038673858.08,62185795.25,-72628017.69,0.0547,0.2
300664,1328,1995600,6705715735.11,2124923263.18,392394339.64,290952867.64,0.1039,0.5489
300665,534,1354100,1349300857.16,605549941.21,23957626.93,30327926.19,0.0451,0.1971
300666,1044,1116900,2371502811.46,1166542634.09,143080505.51,-45541005.28,0.1313,0.6376
300667,620,1951900,1561761942.87,770573536.2,50515443.49,73094721.61,0.0439,0.2541
300668,771,8366300,562444854.47,311565523.06,20363538.53,41120856.07,0.044,0.1932
300669,607,1349000,628347617.59,356251065.78,54229731.04,80172554.91,0.0965,0.4883
300670,476,1163900,1311898434.06,541289479.86,78025514.43,170550341.12,0.0775,0.247
300672,537,2262700,2939883410.91,730934412.47,69707522.02,132019930.1,0.0565,0.3866
300673,4898,2163800,2008983686.89,1339847990.63,116583344.18,142770467.78,0.0716,0.6867
300674,11117,3444500,4052091465.03,2981587313.79,452977958.55,363122862.47,0.1926,1.0995
300676,3778,7776300,11195040535.59,8397230002.83,2102052355.06,3602692531.3,0.3488,5.2538
300677,6503,3001900,12934808128.12,13836714548.22,7004511428.19,8590492246.33,0.7418,19.8865
300679,5539,2971600,4710805678.74,2592481522.44,274036538.2,440561912.26,0.075,0.9759
300680,591,1110000,1390877871.77,578056435.44,54331795.74,44072277.96,0.0633,0.3768
300681,855,2632900,1091119187.93,420966854.79,13157058.09,58728401.81,0.0227,0.174
300682,4969,4067100,7738673953.42,3386979761.83,714434060.13,388171710.57,0.1279,0.6996
300683,900,1455900,2186566003.25,524123427.37,-25674272.3,-19703010.29,-0.0149,-0.2484
300684,920,2644400,1984725390.71,1148599793.51,186014778.24,154802419.71,0.1089,0.6621
300686,4584,1533100,3447865619.31,2322012271.99,142891348.11,253810783.13,0.0706,0.5377
300687,4650,2098400,2018704152.41,1385308840.16,176054669.25,121356248.6,0.1408,0.8109
300688,457,2898000,481164797.3,163500242.44,6171685.4,29508678.79,0.0166,0.0648
300689,721,786400,699529026.2,349029365.88,25014192.39,72767454.9,0.0405,0.3679
300690,2059,2864700,1676123828.24,1391961973.95,321337804.14,298461908.26,0.2504,2.8968
300691,1721,1653500,1747136801.97,1288261602.5,49928790.21,115932625.07,0.0525,0.2222
300692,825,1073900,3803944465.48,950156837.06,162918727.74,-174377868.43,0.0811,0.7305
300693,835,2620700,1241943464.59,771354983.07,106101008.28,112260702.03,0.1406,0.7753
300694,2169,3380000,1904949793.26,1079252060.43,45815745.22,124623674.75,0.0367,0.2128
300695,573,1280800,2231755304.43,469861286.13,159868982.47,211355873.89,0.0866,2.3976
300696,639,1827600,1104389874.23,303789738.07,136760018.48,-23603557.3,0.1422,0.765
300697,596,1814500,1279618193.23,1606486263.39,115068451.49,-21401996.75,0.1279,0.5532
300698,582,1127000,760111014.23,482026133.69,-6372421.5,-15349732.12,-0.0146,-0.0476
300699,1852,2437200,4648683731.2,2115519045.29,640738280.3,955677746.12,0.1724,1.2361
300700,686,1711600,1136905433.26,242897047.71,1503797.09,27276287.22,0.0028,0.0182
300701,808,1414300,738240754.9,344496984.1,161258279.45,163498457.95,0.2378,1.3438
300702,4309,3449300,4889568135.11,2587395711.15,667060796.19,622180520.44,0.1881,3.6607
300703,2298,1601200,1398743532.57,1086506000.98,58268278.33,-21686152.15,0.0797,0.317
300705,1273,2311500,1130719874.02,978159132,82259768.22,149994591.77,0.0984,0.3505
300706,387,1331200,1012298431.95,353976987.56,7431153.14,13817921.25,0.0145,0.0527
300707,766,3239500,1206214700.48,554601756.61,31588742.35,35076137.47,0.0436,0.2011
300708,1161,1623400,2655394493.31,1406674200.72,21374855.8,232760752.03,0.0279,0.0821
300709,3152,3802500,3270131331.85,1564126473.25,141851354.28,-21109135.91,0.0829,1.2275
300710,787,957500,1035069807.82,513041674.52,53655158.68,-21523831.76,0.0788,0.782
300712,1138,1755100,2188400108.39,980439090.5,47615064.77,82988060.44,0.0458,0.2615
300713,494,1397400,926196289.39,265649877.86,22386591.93,39995220.17,0.0311,0.1561
300715,1316,1644500,3478576453.06,2007646596.2,278551614.56,-111344963.33,0.2084,1.6298
300717,378,768300,666971952.31,263416942.13,36270192.39,60461213.65,0.0604,0.3542
300718,790,1390700,1508792614.18,655249482.63,146217798.83,103397003.97,0.1087,0.7385
300719,609,2094300,1443482589.43,609699797.57,95478461.42,-16323362.01,0.0908,0.3757
300720,511,850000,586227911.57,218264445,73026709.92,75351244.2,0.1371,0.6762
300721,797,1176500,2237355972.56,1004159976.5,-4270943.9,79773783.98,-0.0048,-0.0532
300723,940,2084700,2145157902.64,1675417058.94,223636302.19,275221007.33,0.1496,1.39
300724,2589,6045200,9283432461.47,4044249652.71,511777728.4,333765090.5,0.1686,1.5932
300725,763,3304000,2425289638,1022229215.88,184204517.51,271505518.45,0.0972,1.1991
300726,1579,3191700,2962806047.83,1400857588.18,529186662.58,256625395.17,0.2401,1.3226
300727,414,3247400,937151189.48,711526005.02,54179522.17,48591857.85,0.0906,0.427
300729,2956,2192400,2867334027.65,1940664262.01,216652822.8,216443875.68,0.2121,1.5598
300730,1205,1187300,713145236.72,435599073.09,32203669.29,11960447.18,0.0693,0.202
300731,891,3425500,979274694.87,306998366.86,27738711.37,51609525.33,0.0417,0.2204
300732,2610,2414200,5103625146.24,1885853029.36,310776880.76,273392170.66,0.1248,1.3535
300733,1979,1516200,1736707146.53,513173338.83,7147401.01,1286341.55,0.0063,0.0447
300736,804,1086800,271707158.53,488918503.86,-87497124.21,-88827244.71,-0.4762,-0.6716
300737,3378,4070800,8148385473.43,6237878504.62,890334135.37,552180280.32,0.2144,1.4553
300738,252,1567600,2940488019.42,840536930.01,158116920.36,193525151.88,0.1216,0.7457
300739,2516,4333700,2684444039.19,1291142880.34,132769641.34,171238162.59,0.0895,0.4753
300740,1856,2578000,2172512088.04,3715035387.78,138189087.13,130601784.86,0.1024,0.3362
300742,475,1187500,1610936759.49,333545725.89,5061750.2,-158965710.14,0.0128,0.0645
300743,527,2555400,582028757.61,420130953.51,22689806.14,48043326.36,0.0578,0.2295
300745,970,1721400,1417485380.83,353696960.31,-284780040.29,-73193780.45,-0.3497,-2.4852
300746,2251,2038000,2065845316.55,2274450553.73,78360479.47,212442600.5,0.061,0.3471
300748,3038,5297200,3538320671.24,2419306740.55,244681463.59,101832815.26,0.1561,0.5882
300749,1895,3246900,1463186497.06,872392023.47,21740974.83,106740455.43,0.027,0.106
300750,33078,5955600,156618426940.59,50319487697.2,6103918052.46,18429902631.96,0.0882,2.6203
300751,1915,2248100,4651970265.5,2285442723.89,386916175.66,374962725.66,0.223,7.4258
300752,3928,3199300,2468496034.22,2012343285.76,43456139.63,66038391.47,0.0493,0.3606
300753,694,3233300,827239473.77,443076112.54,96871492.29,83339499.34,0.1309,0.9222
300755,1211,6104400,4320258037.84,4941441556.43,380233974.65,324993267.1,0.1326,0.9123
300756,1014,2621700,1809703597.93,383010329.31,-20160581.67,107996669.86,-0.0197,-0.1977
300757,668,3369600,1730299505.49,528248971.95,-67951834.4,-104844970.71,-0.0978,-0.6534
300758,1418,2269000,1932006921,1008303495.18,185518574.71,93411946.87,0.1383,0.9661
300759,11012,13910000,11908792687.05,5133596758.68,1146991543.78,1648609957.11,0.1284,1.4439
300761,5772,3423600,9250517071.83,8620966215.37,254075663.67,205009731.18,0.038,0.6291
300762,349,1657500,1887630478.5,640864104.72,167092712.11,75789688.63,0.1214,0.7801
300763,1571,2397000,2966596805.66,2084370708.11,318104245.22,364725828.37,0.1739,2.1839
300765,1672,1134700,2954902756.59,1317414122.08,299712195.85,349071664.26,0.1115,0.7136
300766,686,4275000,2063133581.02,501441485.6,77237778.22,44925383.13,0.0451,0.193
300767,523,1838700,1481570275.6,580490941.77,160716584.41,120595728.21,0.1449,1.1161
300768,1297,3645100,2419215401.75,891266648.09,276359066.6,285967960.42,0.1436,0.6909
300769,1718,2659600,3782051724.86,942128306.07,-34865765.6,95585895.67,-0.0159,-0.389
300771,2318,2387000,2014887513.29,1028183929.29,239413818.06,272124161.72,0.135,1.4963
300776,491,3731500,2682285448.3,1072283270.44,373154827.32,141552359.73,0.2073,3.527
300777,264,2548400,1357475025.28,389515378.89,232343656.6,297794789.63,0.1961,0.5808
300778,944,3308800,1329575943.53,415615201.21,100802098.72,66785426.99,0.1032,1.008
300779,465,2148600,962485059.01,323859660.14,27015193.74,39113881.29,0.0406,0.2702
300780,1439,2174300,1413957365.86,451325038.89,98078622.66,127559259.31,0.0929,0.6687
300781,562,2944200,832141461.98,319913844.04,27018449.2,58704519.97,0.0405,0.3196
300782,276,8147000,3090294998.91,2792147535.48,1070500578.22,1005430233.84,0.4036,5.9472
300783,5144,4605000,4401185272.09,9794123156.82,301322695.95,1199090381.6,0.1437,0.7514
300785,1506,3686500,1967630880.47,909566133.16,156786537.01,166755238.75,0.0949,1.766
300786,602,1049100,1133020430.56,401578784.24,80029384.77,69781644.07,0.0958,0.9367
300787,7111,1211100,1967423104.12,1565780291.24,113504289.31,63851380.2,0.0942,0.8915
300789,418,2212800,919379612.3,269024943.45,64565212.56,63456627.01,0.0866,1.4041
300790,1492,2304700,2726764899.42,1471470802.02,126754281.57,31970790.51,0.0988,0.6033
300791,2187,4606400,2649636693.93,2066817765.7,257366015.36,319573018.84,0.1179,2.1447
300792,1796,1733600,2014165688.66,1298585133.93,345387817.98,438497815.62,0.218,2.3944
300793,8107,1558100,2634591188.07,2653350108.93,68245789.38,98773674.71,0.056,0.2559
300795,427,3376700,530568359.42,94353305.35,-66027888,-12387015.37,-0.1516,-0.6592
300796,449,1051600,1306233986.18,404543473.59,38196229.98,88069790.25,0.0368,0.3153
300798,686,601400,1528625972.38,753586711.44,21838607.81,44936396.36,0.0178,0.0523
300799,213,2715400,804960378.1,200721987.01,93027609.2,131822972.24,0.132,0.912
300800,949,2010500,2322309962.23,774353168.49,261272848.24,227256587.51,0.1389,1.633
300801,606,3228700,2124221466.53,1528889650.71,195192454.89,203219015.07,0.1045,0.9037
300802,726,1229100,1164993600.53,482255875.74,92293932.39,29406438.5,0.0897,0.5681
300803,1703,3351000,1640253950,692598184,89210644,230581891,0.0796,0.2203
300805,15723,2566900,2571483379.51,3290636365.15,139794147.94,226424906.52,0.0829,0.3303
300806,1104,4287700,3202970429.01,1539459204.66,180675769.48,192974755.5,0.1434,1.5214
300807,676,845300,766110022.22,216002483,2640358.3,-40985227.16,0.0041,0.0389
300808,821,1304600,1390240672.49,705548042.18,38764653.44,106869750.05,0.0359,0.2423
300809,479,2400000,1875583801.32,230639809.66,33166771.65,98795013.51,0.0238,0.2114
300810,243,1930900,1126861833.44,125155641.31,20309811.92,-59512862.48,0.0202,0.2581
300811,886,2756100,1075593398.33,496826091.73,106526503.32,34967104.09,0.1235,1.8494
300812,602,4264300,1286102755.57,430278600.54,57428818.94,-49380738.73,0.075,0.7409
300813,589,2502800,539993675.87,200237532.32,48385613.26,106282845.25,0.1089,0.931
300815,66855,2678600,4547848286.89,4315219469.31,689082673.21,521753417.33,0.2548,4.9789
300816,451,1676300,1144278247.98,677108939.53,125538627.65,-13897637.39,0.1631,1.5692
300817,1064,1901100,1152528851.25,624880957.71,74864737.63,20123446.79,0.0837,0.7408
300818,503,1686200,1715852195.69,368147995.04,41375496.77,354055792.06,0.047,0.5911
300819,1040,1087500,964420619.67,347602064.1,1672595.6,83929831.61,0.002,0.0168
300820,569,1578000,1397218378.45,420704838.47,104500439.79,51965224.42,0.0986,1.0999
300822,1812,1042800,1508714875.59,885805409.95,169116186.8,188598376.7,0.1484,1.5854
300823,590,3211800,1142783997.99,466178216.38,91209641.73,64479721.08,0.0982,0.9749
300824,1114,3166100,810442623.93,700875386.58,100349795.95,94088840.08,0.1519,0.4616
300825,1637,4609800,2105618468.32,821045368.83,99279748.16,60846675.99,0.0583,0.3248
300826,920,2819200,1823038575.15,543332434.84,74633766.34,77907917.97,0.0729,0.9329
300827,607,1893300,2247159105.99,1004012686.06,77453569.54,32762289.28,0.0917,1.0562
300828,611,1057200,782865175.37,368479413.73,65748746.33,69533789.34,0.0897,0.5962
300829,1019,2524300,1751131954.37,1027255392.26,118091273.54,152067535.41,0.0884,1.0459
300830,2833,2075200,1192511880.14,493929481.46,67721572.74,-54798884.68,0.061,0.1574
300832,1949,7884000,5305693720.85,2194966537.25,939147382.47,976654657.41,0.1955,2.2775
300833,800,1101300,1842212721.42,399686012.7,89119912.1,55752517.53,0.0502,1.0568
300835,1587,2833100,1065097884.02,559133254.97,68215906.7,56778508.17,0.0815,0.9653
300836,678,3480200,812867526.32,336942337.78,15348309.75,-20520687.63,0.0249,0.3116
300837,344,1122200,1259179422.78,462823177.31,121135837.07,131791301.25,0.1285,1.2114
300838,659,1721500,979158500.48,469768361.77,62083446.32,52638287.61,0.0803,0.4554
300839,311,1695200,1471437870.32,972286470.32,57792763.87,-4974154.22,0.0693,0.5557
300840,2013,1014700,1133844859.03,625794503.04,47618395.18,75150980.93,0.0503,0.1984
300841,408,3848600,2147678235.61,1038636032.5,408046268.44,369564379.69,0.2067,6.8008
300842,179,5565000,1618609280.55,1581544560.49,82086519.78,-520598228.39,0.0984,0.8209
300843,2190,1402300,1339926151.59,914842786.49,102370917.57,73462716.49,0.1181,0.6875
300845,577,1217400,941939640.98,285981118.41,67593859.53,6982106.63,0.0877,0.7319
300846,520,3827400,1058958432,1008550401.53,48002947.27,127220735.82,0.0633,0.1167
300848,260,2362900,1038382907.11,756861545.18,102031654.33,126509945.36,0.1303,1.5304
300849,842,1264500,740999805.53,259561794.03,34489371.21,58299970.87,0.0495,0.3449
300850,1708,349500,3337036423.64,2064401044.11,424720562.99,410289749.84,0.2806,4.0068
300851,414,3546800,1305280490.98,358920304.33,120624229.82,101719885.7,0.1039,1.3875
300852,1037,2720400,1069146546.72,650210428.32,120500118.1,117029216.7,0.1372,2.1279
300853,527,2550800,1511340618.05,611550468.57,162119595.05,-38004946.62,0.1405,1.9861
300855,499,2666800,1108370199.34,546340730.32,109080772.03,90214914.76,0.1028,0.5454
300856,975,2621700,1679100411.2,1008469364.93,163458183.84,166282411.17,0.1108,1.4481
300857,2251,1417600,2002144269.04,2249013028.38,100238904.88,28613436.48,0.0853,0.4853
300858,172,4880400,999245812.07,339158887.76,96576809.81,66671953.04,0.1036,1.1704
300860,271,3259500,3563147858.63,983895054.72,260500436.06,78760170,0.0824,3.6143
300861,2082,2611200,3688620303.58,1205320762.44,452613272.71,255888493.31,0.131,1.1315
300862,1701,2406900,2295167403.76,714567892.23,129039404.94,71074140.58,0.0714,0.9785
300863,556,2488200,1195237441.1,1263873143.58,52905644.68,-272895099.9,0.0912,0.9579
300865,794,1417600,1124202302.8,606807622.62,64938842.61,-24982434.19,0.0736,0.6787
300866,2144,3874200,6982753874.14,9352629343.29,894869336.24,187801106.38,0.1638,2.2018
300867,1253,1654580.12,6933723754.08,1033725653.71,303689136.71,483244982.48,0.1114,1.1176
300868,1211,2981800,2112100042.15,854708116.32,106370724.08,99000055.92,0.059,0.831
300869,1347,740400,2097828321.38,1401225344.22,613395380.45,597733571.57,0.391,1.5266
300870,4372,5303500,2458425731.97,2083473150.73,193954383.54,195685848.89,0.1294,1.9165
300871,684,2546100,1752225832.51,777458548.09,150156108.11,48349261.08,0.1089,1.3588
300872,6808,3599700,2724304249.44,1315327683.98,132921572.99,-194178926.81,0.06,0.5916
300873,1332,2695100,2140789298.79,1073896253.22,202551725.81,202778008.73,0.1101,1.5191
300875,267,2352300,1458508446.33,268479606.43,99567047.92,-54876435,0.073,1.2965
300876,276,1187500,784903638.64,369726515.77,80071210.13,38257990.95,0.1056,0.8341
300877,641,2046800,1787503156.12,1091487843.79,276395592.18,179771034.14,0.1704,2.3033
300878,1049,1458300,1628782391.06,622766990.78,135704483.32,42812190.4,0.098,1.687
300879,1058,1408700,1829052817.76,1001115503.78,76701625.69,133503434.23,0.0834,0.4794
300880,389,1489700,996401897.63,507828862.57,78926276.38,21190337.29,0.1226,0.5918
300881,534,2438400,1152776183.01,881160810.93,52106034.55,-65426354.38,0.0707,0.5211
300882,560,2211600,1100562299.65,571102422.66,87335549.41,-100596249.76,0.1075,0.5554
300883,516,1180900,1775053582.6,714443720.95,65302046.36,67212344.86,0.0477,0.1887
300884,1069,2680300,1637530627.92,777900203.81,154595639.01,83580566.13,0.1271,1.2883
300885,248,619000,741768799.03,216351032.22,62626061.05,46988301.48,0.0885,0.7828
300886,243,502500,547813965.43,206021034.71,40217022.85,11158117.4,0.078,0.7013
300887,6557,1672000,2113141512.61,1426166583.93,163731899.68,172393764.98,0.0899,2.1544
300889,1615,1438600,2177924744.47,993975779.12,98103411.03,-45972726.92,0.0637,0.6289
300890,352,1291600,1556347490.74,416038788.91,45453054.1,20927161,0.0444,0.4545
300892,396,4621300,1368571758.27,1502820564.72,135843125.29,137071399.31,0.1268,1.3584
300893,683,1570500,884728161.63,535926943.92,90033108.19,55541985.68,0.1266,0.9003
300894,1895,4659000,2165785704.83,1614119934.89,275198269.97,426734548.73,0.2046,0.6795
300896,388,7927000,4632668833.13,709290197,433389772.48,425677596.15,0.0956,3.6056
300897,471,1613852.17,1031533557.27,380783301.39,69829231.29,29718395.49,0.0824,1.0269
300898,541,2100400,983851597.41,684345561.91,83199098.12,68902310.13,0.1066,0.671
300899,87,2496000,689775637.15,189276783.7,43933179.56,638362.05,0.071,0.6888
300900,634,1133000,1686629417.83,314699978.64,100540260.57,-23389027.92,0.0663,0.4782
300901,196,2265400,1078443483.01,599295049.96,104447305.28,120097763.44,0.1091,0.4352
300902,358,2914900,923716576.62,275789559.69,62078084.67,912729.69,0.0741,0.4851
300903,2629,5246100,2251971831.23,1602150265.49,105033801.8,88368108.55,0.0916,0.6095
300905,387,2211200,1355129036.7,671281713.76,104391622.97,61460673.1,0.0832,1.4499
300906,141,1560600,902214106.27,116427629.22,53861647.96,68956375.74,0.0659,0.6733
300907,2065,1701000,1140783444.66,834616886.38,60162465.36,68289869.15,0.0803,0.6267
300908,902,2114000,1577807677.98,726669232.06,127945742.94,107513301.64,0.0874,1.2795
300909,1312,1537600,1423936390.84,608699349.21,94628855.58,106522454.24,0.0837,0.9378
300910,633,2738400,2303332450.8,860855363.57,182864707.88,216637443.05,0.088,1.2191
300911,1154,1737600,1410507912.26,716349407.78,143762392.49,203508980.88,0.1401,1.3478
300912,1435,2750900,1924172897.22,1123182896.18,101913611.23,101651168.82,0.0835,0.9102
300913,1085,1268200,1022341797.13,1161196944.35,72990296.57,68696701.67,0.0935,0.5958
